Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
2017,Never Say Die,Chinese,Song Yang Zhang Chi-yu,"Allen, Ma Li, Shen Teng",comedy,https://en.wikipedia.org/wiki/Never_Say_Die_(2017_film),"A male boxer switches bodies by accident with a female journalist after the two are struck by lightning. Living out each other's lives in seemingly opposite roles, the two struggle to adjust, but eventually come to grips with each other, unearthing an even greater conspiracy within the boxing world."
2017,S.M.A.R.T. Chase,Chinese,Charles Martin,"Orlando Bloom, Leo Wu, Simon Yam, Lynn Hung, Hannah Quinlivan",action / crime / adventure,https://en.wikipedia.org/wiki/S.M.A.R.T._Chase,"Danny Stratton, a washed-up private security agent, is given the rare opportunity to escort a valuable Chinese antique out of Shanghai, but is ambushed en route. With the safety of the woman he loves in jeopardy, Danny has to work with his Security Management Action Recovery Team members to save her, as a dreadful conspiracy begins to unravel."
2017,Love Is a Broadway Hit,Chinese,Peter Lee,"Wang Likun, Godfrey Gao, Li Yuan, Wang Chuanjun",comedy / romance,https://en.wikipedia.org/wiki/Love_Is_a_Broadway_Hit,"Two Asian performers attempting to make it in New York City are brought together by serendipity, only to become rivals vying for the lead role of Mulan on Broadway.[1]"
2017,Angels Wear White,Chinese,Unknown,,drama,https://en.wikipedia.org/wiki/Angels_Wear_White,"Mia (Vicky Chen), a teenager, works as a cleaner in a motel in a small seaside town. One night, while manning the reception for her co-worker Lili (Peng Jing), she witnesses an assault of two 12-year-old schoolgirls by a middle-aged man. Through the surveillance TV, she sees the man forces himself into the girls' room and records the whole incident with her hand phone. Mia keeps quiet for fear of losing her job. However, for one of the victims, Xiaowen (Zhou Meijun) realises that her troubles have only just begun. As Mia and Xiaowen find themselves in ever harrowing circumstances and nowhere to run, they have to work together to find their own way out.[2][3][4][5]"
2017,Manhunt,Chinese,John Woo,"Zhang Hanyu, Masaharu Fukuyama, Stephy Qi, Ha Ji-won, Jun Kunimura",drama / action / suspense,https://en.wikipedia.org/wiki/Manhunt_(2017_film),"Du Qiu is a Chinese lawyer who has defeated many legal suits filed against his employer Tenjin Pharmaceuticals but is now being moved to America by his management. He attends a party where the president of the company, Yoshihiro Sakai, appoints his son Hiroshi as head of development of new pharmaceuticals. At the party Du Qiu meets a half-Chinese woman, Mayumi, but loses track of her. Sakai tells a mysterious woman to seduce Du Qiu to remain in Japan. She dances with him at the party then sneaks to his house before he arrives later.
Du Qiu wakes up to find the unknown woman dead in his bed. Du Qiu calls the police and insists that he is innocent. While he is being taken away, corrupt policeman Mamoru Ito creates an opportunity for him to escape by shooting another officer. Du Qiu loses the police by running down a subway tunnel in front of a moving subway car and escaping out an exit at a station that is still under construction. Yamura and his new partner Rika follow Yamura's intuition to the same spot, where they find Du Qiu disguised as a worker. Yamura reaches for his gun but Du Qiu puts a nail gun to Rika's head. Yamura surrenders his gun and trades himself for Rika. Du Qiu and Yamura drive away but crash into a dove cage, sending the white birds flying everywhere as they fight. Du Qiu escapes and hides in a shanty town where people are recruited to take part in drug tests by Tenjin. He is aided by the elderly Mr. Sakamoto and other residents in evading the police during a search there.
The assassin Rain is hired to kill Du Qiu but she recognizes him as a man who had previously helped her when she was threatened by a gang so she intentionally misses the shot with her sniper rifle, much to her sister and partner Dawn's annoyance. Yamura pursues Du Qiu in a high-speed jet ski chase and when Du Qiu's jet ski stops running he climbs over Yamura onto a bridge to escape. Mayumi meets him there and they run away together.
Mayumi explains that her deceased fiancé shot himself on the day of their planned wedding after losing a legal battle to Tenji due to Du Qiu's legal skills. She shows him the park where the wedding took place as Rain and Dawn arrive on motorcycles shooting at Du Qiu. Yamura arrives and drives into Dawn, then pursues Du Qiu and Mayumi in a high-speed car chase until Du Qiu crashes, flipping the car. Yamura helps Du Qiu pull Mayumi from the wreck then handcuffs himself to Du Qiu and they run from the sisters into the woods, where Mayumi tells Yamura that she was with Du Qiu at the time of the murder. They flee to Mayumi's farm, where they defend themselves in a gunfight against the pursuing sisters, accompanied by a gang of armed motorcyclists. During the battle they damage Mayumi's wedding dress, still covered in her fiancé's blood from that day. They are chased outside, where they witness Dawn injecting drugs in order to be able to keep fighting despite her injuries. She collapses then dies in Rain's arms after saying that the drugs were too strong. Rika drives them to the hospital, where Yamura tells her to remove the handcuffs and lets Du Qiu escape.
Mamoru Ito is revealed as the one who staged the murder to make Du Qiu look guilty to cover up for the real murderer, Yoshihiro Sakai's son Hiroshi. He demands money from Yoshihiro Sakai but is shot by Rain. Rika has an analysis run on drugs dropped by Ito and finds that they are a strong stimulant. Mayumi calls Rika and gives her the secret formula for the drug that her fiancé was killed for but is then captured by Rain.
Mr. Sakamoto helps Du Qiu get aboard a truck taking test subjects to Tenjin's laboratories where torturous tests are conducted on them. Mr. Sakamoto is given a drug that makes him a relentless killer. He kills several of the other prisoners before begging Du Qiu to kill him and then impaling himself on a sharp stick. Yoshihiro Sakai reassures a foreign investor that his new drug allows the mind of the subject to be controlled in order to create a more controllable killing machine. He recognizes Du Qiu and has him strapped into a machine to test his resistance to pain. Yamura arrives and offers to tell the formula to the Sakais in exchange for Du Qiu. Rain, upset about Tenjin's treatment of her sister, releases Mayumi. Yoshihiro gives Du Qiu the new drug and forces him to fight Yamura but Yamura convinces him to resist the drug and they join together to fight the guards. Yoshihiro orders Rain to kill them but she shoots the guards instead. Hideo injects himself with the new drug to prove its effects and continues fighting even after being shot several times by Yamura and Du Qiu. He begins to strangle Mayumi but is shot by Yamura. As he is dying he confesses that Du Qiu just showed up at the wrong time after Hideo had murdered the woman. He lunges at Yamura, who shoots him several more times until he is dead. Yoshihiro shoots Rain and Du Qiu but is then shot dead by them and Yamura. Du Qiu tells Rain to stay strong but as she dies she insists that old movies always end this way. Yoshihiro says that he is going to be with his son and shoots himself in the head. At that moment Rika arrives with the police to rescue the survivors and Yamura gives her a sample of the drug that he grabbed from the laboratory. The final scene shows Yamura at a train station bidding Du Qiu farewell, ""for a better tomorrow."""
2017,The Chainbreakers,Chinese,Yang Rui,"Duobujie, Wang Ziyi, Yangshik Tso",drama / history / western,https://en.wikipedia.org/wiki/The_Chainbreakers,"In the autumn of 1950, the 18th Army of the People's Liberation Army (PLA) march to Chamdo, Tibet from Sichuan, they plan to liberate Tibet and free all the slaves.[5]"
2017,The Thousand Faces of Dunjia,Chinese,Yuen Woo-ping,"Da Peng, Ni Ni, Aarif Lee, Zhou Dongyu, Wu Bai",action / fantasy,https://en.wikipedia.org/wiki/The_Thousand_Faces_of_Dunjia,The film follows a group of swordsmen's adventures to secretly protect humankind by hunting some mysterious creatures from the outer space.
2017,Bleeding Steel,Chinese,Leo Zhang,"Jackie Chan, Show Lo, Nana Ou-Yang, Xiahou Qiyu, Callan Mulvey",drama / action / science fiction,https://en.wikipedia.org/wiki/Bleeding_Steel,"Hospital doctors call to inform Special Agent Lin Dong (Jackie Chan) that his daughter Xixi (who suffers from leukemia) is in critical situation. He speeds over to the hospital with a teddy bear strapped into the backseat of the car. On the way, co worker Xiao Su (Erica Xia-hou) calls him to inform that a critical witness is in danger. Agent Lin stops right outside the hospital, pauses, and turns back to protect the critical witness Dr. James.
Dr. James injects himself with a chemical substance stored with a mechanical heart right before the police bursts in to escort him away. They are ambushed by man in black and almost all in the team are killed. Xixi meanwhile dies at hospital. Xiao Su manages to protect Dr. James from being killed, while Lin Dong manages to ram Andrew against an oil tank using his car and cause a huge explosion by shooting the oil tank. The car flips and the scene changes to 13 years later.
An author has recently released a book titled ""Bleeding Steel"" about an ex US marine who has a mechanical heart. A figure with red fishnet stockings and fur coat, ""Kitty"" walks into a hotel and pays a visit to the author of the book. She drugs the author and reveals that she is a man in disguise (Li Sen). She then proceeds to download information from his computer. Woman in Black attacks the building and demands the author to reveal where he got the inspiration of his book from. They are attacked by Lin Dong dressed in black, who also tries to find out the same answer. Police arrive, and they all part ways.
Nancy is seen receiving a serving of spaghetti with beef soup from Lin Dong (a server at the cafeteria) and gets in a fight with a fellow student. Lin Dong steps in to stop the fight, and Li Sen becomes interested in finding out more about her."
2017,Legend of the Demon Cat,Chinese,Chen Kaige,"Huang Xuan, Shōta Sometani, Kitty Zhang, Qin Hao, Sandrine Pinna",drama / suspense / fantasy / costume,https://en.wikipedia.org/wiki/Legend_of_the_Demon_Cat,"The story is set in China during the Tang Dynasty (618–907). A demon cat appears and breaks the peace of the capital, Chang’an City, causing a series of strange events. Poet Bai Letian and Monk Kukai join together to investigate the death of Concubine Yang by following the trail left by the cat, unveiling a buried fact.[1]"
2017,Hanson and the Beast,Chinese,Xiao Yang,"Feng Shaofeng, Liu Yifei, Li Guangjie",comedy / romance / fantasy,https://en.wikipedia.org/wiki/Hanson_and_the_Beast,"Yuan Shuai, a debt-ridden animal-breeder, tries to get out of his financial predicament by finding a wealthy girlfriend through matchmaking dates. He unexpectedly meets and fall in love with the fox demon, Bai Xianchu, who has arrived to the mortal realm to repay her gratitude. However, the head of the Demon tribe Yun Zhonghe forbids a love relationship between a demon and a human; and takes Bai Xianchu away. To seek his lover, Yuan Shuai bravely crashes the demonic world."
2017,Always Be With You,Hong Kong,Herman Yau,"Louis Koo, Julian Cheung, Gordon Lam, Charlene Choi, Charmaine Sheh, Ava Yiu, Lam Suet",horror,https://en.wikipedia.org/wiki/Always_Be_With_You_(film),"David, a taxi driver with lung cancer, kills vacation property owner Patrick in a freak car accident. Off-duty police officer Sam and his wife Si seemingly were able to avoid the collision. At the same time, Siu-hung, who broke up with her fiancé, committed suicide by jumping off a building, landing right on top of Patrick's car. Chi-keung is a crematorium worker who is saddled with huge gambling debts. He steals a pair of pricey gold bracelets, the funerary objects of Siu-hung, to pay off his debts. Patrick's fiancée, Yu Xin, recovered from the tragedy and hopes to fulfil Patrick's last wish in running a suburban vacation house. However, a series of strange happenings keeps on occurring in the vacation house. Singer Jamie's vinyl, which Si got from a second hand shop, keeps appearing at Sam and Si's apartment even though they have disposed it a few times. It is later revealed that the series of strange events that happened are tied to the people who are involved in the car accident."
2017,The Yuppie Fantasia 3,Hong Kong,Lawrence Cheng,"Lawrence Cheng, Chrissie Chau, Larine Tang, Hedwig Tam, Babyjohn Choi, Anthony Chan, Louis Cheung, Manfred Wong, Peter Lai",romantic comedy,https://en.wikipedia.org/wiki/The_Yuppie_Fantasia_3,"Fifty-two year old Leung Foon (Lawrence Cheng) is consciously aware of the three major waves throughout half of his life. First, it was the day his wife, Ann (Carol Cheng), transformed him from a boy to a man. Second, several years later during the day he married Ann and became a henpecked husband. Third, the day when Ann had enough of his incompetence and disappeared with their eight-year-old daughter.
Having experienced these three waves in his life, he converts the grief into strength and transforms from a pity little man to a respected and feared big man. Today, he is a chairman of a listed company well known by those around him. He has learned to resort to every conceivable means to make money. His has enough wealth for his to live stress-free for the rest of his life. However, Foon's biggest regret is that Ann cannot witness his ""maturity"". However, ever since Foon struck fortune, he was afraid to look at the mirror. For unknown reasons reason, he was afraid to face his own reflection.
When his daughter, Hei-hei (Larine Tang), who is all grown up, returns, another wave strike Foon's life as he is does not know how to be a father to an eighteen-year-old beautiful daughter with a 33D breast because in his memory, Hei-hei was only eight years old. Hei-hei's return also changes Foon as he is finally able to face his own reflection because Hei-hei gave him the courage to be young again and act unruly once more."
2017,Maj Rati Keteki,Assamese,Santwana Bardoloi,"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah",drama,https://en.wikipedia.org/wiki/Maj_Rati_Keteki,"After a long gap of more than ten years, renowned writer Priyendu Hazarika returns to the town where once he was inspired to begin his journey as a writer. A book at times imitates the author’s life. Memories stir and he remembers people he loved and lost. He admits to lacking the courage to weave a painful, harsh truth into his stories. At the end of the day however, he decides to face his own truth, alone, away from the appreciative audience."
2017,Haraamkhor,Bollywood,Shlok Sharma,Nawazuddin Siddiqui & Shweta Tripathi,comedy/crime,https://en.wikipedia.org/wiki/Haraamkhor,"Shyam is a teacher at a small school in a tiny village. Sandhya, and best friends Mintu, and Kamal are some of his students. Kamal has a huge crush on Sandhya, but she is not interested. After school, Shyam visits Sandhya's home to have some documents notarized by her father, who is a local police commissioner. Sandhya and Shyam become closer. Sandhya takes care of her father when he arrives home drunk. She follows him to a party when he lies to her about going on a work trip. On her way home, Sandhya falls and injures her knee and goes to Shyam's house, where his wife, Sunita cares for her and lets her stay with them for the night. Sandhya spies on Shyam and Sunita having sex. While she is asleep, Shyam tries to talk to Sandhya and teases her, but she is angry with him.
The next day, Sandhya rebukes Shyam for lying to her about how he and his wife did not have sexual relations. It is revealed that Sandhya's mom abandoned her as a child and her father has started dating someone new, but was waiting for the right time to tell her. Shyam fixes an old scooter at Sandhya's home. They meet in secret and start having an affair. Kamal is jealous and Mintu wants to help him.
Sandhya and Shyam have sex. One month later, she reveals that she hasn't gotten her period, so they make a secret trip to the city. At the woman's clinic, Sandhya is recognized by her father's girlfriend, who keeps her secret. Sandhya is not pregnant and she and Shyam share a laugh about it. When they return to the village, Shyam tells Sandhya that they should stop seeing each other and keep their relationship strictly a student-teacher one.
Rumors reveal their secret anyway and Sunita threatens to leave Shyam. Shyam scolds and hits Sandhya for being obvious. Meanwhile, Mintu and Kamal wreak havoc on Shyam's empty home. Sunita comes back home. Shyam becomes suspicious of the kids breaking and entering his home when he sees them with some of his stuff. Shyam catch holds of Mintu and kills him by asphyxiation. Kamal manages to escape. But, as he sees Shyam trying to suffocate Mintu to death. He returns with a rock and hits it hard on Shyam, killing him too."
2017,Ok Jaanu,Bollywood,Shaad Ali,Aditya Roy Kapur & Shraddha Kapoor,romance/drama,https://en.wikipedia.org/wiki/Ok_Jaanu,"Adi (Aditya Roy Kapur) is a video game developer who accidentally meets Tara (Shraddha Kapoor) at his friend's wedding. Tara is planning to pursue her studies in Paris, while Adi wants to achieve big in the United States as a video game developer and become a big shot like Mark Zuckerberg. They soon spend time together, and fall in love. They agree that marriage is not for them and decide to have a live-in relationship instead, and Tara moves into Adi's place, rented from Gopi Srivastava (Naseeruddin Shah). They wish to spend their time with each other before they go their separate ways for their respective careers. Tara and Adi live happily, being playful with each other.
One early morning, Tara has a conversation with Gopi. She tells him that she might get her visa approved for going to Paris, and that it's hard for her to leave Adi and go far away. The next day Tara goes to Jaipur for her business, and Adi starts to miss her terribly. Upon seeing the love and patience his house owner Gopi has for his wife, Charu (Leela Samson), an Alzheimer's patient, who eventually forgets the way to her own house, they begin to understand the importance of each other's presence in their life.
Soon, Adi is selected to develop his skills in video games and to go to the United States. He tells his colleague that it's hard for him to leave Tara. The next day, both of them make an agreement to enjoy themselves to the maximum for the 10 days left before they separate. Nearing the last day, they begin to have little fights and arguments, which don't last long.
One day, Charu goes missing again, as she did when she forgot her house address. While looking for her, they continue arguing about their relationship and after finding her and bringing her back home to her husband, Adi finally proposes to Tara and they decide to get married. Post marriage, both of them continue to accomplish their own dreams, one in Paris, another in the United States, keeping in touch and waiting for the day they can be together again."
2017,Coffee with D,Bollywood,Vishal Mishra,Sunil Grover & Zakir Hussain,comedy/crime,https://en.wikipedia.org/wiki/Coffee_with_D,"Arnab Ghosh (Sunil Grover) is Senior Editor and news anchor at NB news channel. He hosts a prime-time show, interviewing different people including politicians. Due to low ratings, his boss, Roy (Rajesh Sharma), transfers him to a cookery show and asks him to come up with a new idea for another show.
Parul (Anjana Sukhani), Arnab's wife, suggests he interviews feared Don/crime boss, D (Zakir Hussain). Arbab and his colleagues shoot fake videos about D, and post them on social media in order to make D angry. He agrees to stop posting the videos after receiving a call from Girdhari (Pankaj Tripathi), D's CEO, on the condition that D consents to be interviewed. D agrees, while planning to kill Arnab live, during the TV show.
Arnab and his colleagues are brought to a secret location in Karachi by D's men, while two other gangsters arrive at Arnab's home in order to hold his family hostage. Arnab starts the interview, however D does not answer any of the questions correctly. Arnab receives a call from his wife, who asks him not to be a coward, but to prove D wrong. In the last part of the interview, Arnab accuses D of being responsible for terrorist activities, calling him a fraud and not a Don. On hearing this D dies of a heart attack.
Later, at his home, Arnab receives a call from a David Adrees Kaleman, who reveals himself to be D. A flashback shows that D only pretended to die, so that he could leave his original identity and begin a new life. Arnab is happy that there is no longer any persona such as D left in the world."
2017,Kaabil,Bollywood,Sanjay Gupta,Hrithik Roshan & Yami Gautam,action/thriller,https://en.wikipedia.org/wiki/Kaabil,"Rohan Bhatnagar (Hrithik Roshan) is a kind, happy young man who has been blind since birth and works as a voice-over artist for a living. Through friends, he meets Supriya Sharma (Yami Gautam), a working woman who is also blind, but proudly independent. The two start liking each other and get married.
One night, on their way back home after dining out, they are interrupted by Amit Shellar (Rohit Roy), a local goon and younger brother of Madhavrao Shellar (Ronit Roy), a well-known politician. He and his friend Wasim, drunkenly misbehave with the couple, enraging Rohan, and they have a heated exchange.
The next morning while Rohan is at work, Amit and Wasim sneak into the house and gang rape Supriya. A horrified Rohan immediately calls the police; Officer Chaubey advises him to get his wife medically examined in 24 hours to prove the assault. While Rohan and Supriya are on their way to the clinic, they are kidnapped by Shellar's men and held captive for 36 hours. After being set free, Rohan and Supriya are criticised by police for the delay in getting Supriya clinically examined, and both are accused of being liars. Heartbroken, they return home. Supriya attempts to live normally but Rohan becomes silent and introspective, which hurts her.
One morning, Rohan returns early from work to apologise to Supriya for not being as supportive as he should have, only to find her corpse, hanging from the ceiling fan. Madhavrao visits Rohan and reveals that his brother Amit raped Supriya not once but twice. Rohan finds Supriya's braille note, which ascertains that Amit had raped her a second time; this second assault led to her suicide. Shattered, Rohan changes. He implies to Officer Chaubey that he will avenge his wife's death, challenging that Chaubey will know who did it but will be able to do nothing about it, just like he did nothing about Supriya's rape.
Rohan uses his voice modulating skills to lure the culprits to places that Rohan knows well. First, he tricks Wasim and hangs him, leaving Amit's handkerchief behind to frame Amit. He then lures Amit to the warehouse where he and Supriya were held captive for 36 hours. He finds Amit by scent, tying him down to be burned alive in an explosion.
Officer Chaubey suspects Rohan for Amit and Wasim's murders after remembering his challenge, and puts him under house arrest. It is revealed that Chaubey knew Amit raped Supriya but did nothing after Madhavrao bribed him. Rohan gets past police with the help of his friend, and calls Madhavrao to a building under construction that was to be Rohan and Supriya's new home. There, Rohan kills him and makes it look like a suicide. Rohan later relates the story to Chaubey: he made it look as if Amit killed Wasim, then Madhavrao committed suicide due to the pain of Amit's death. With no evidence against Rohan, a blind man, Chaubey stands helpless. Rohan, his revenge complete, scatters Supriya's ashes at sea."
2017,Raees,Bollywood,Rahul Dholakia,"Shah Rukh Khan, Mahira Khan & Nawazuddin Siddiqui",crime/action,https://en.wikipedia.org/wiki/Raees_(film),"The film takes begins in the mid-1960s and ends in the late-1980s. Raees (Shah Rukh Khan) lives in Gujarat, a state where Prohibition is in force and gets involved in illegal liquor trade at a very young age. Along with Sadiq (Mohammed Zeeshan Ayyub), Raees works for a gangster Jairaj (Atul Kulkarni), who smuggles alcohol illegally by bribing the police. Raees lives by the philosophy of his mother that every occupation is good, and no religion is greater than any occupation as long as it does not cause any harm to anyone. He decides to part ways with Jairaj and start operating on his own. He meets Musabhai (Narendra Jha) in Mumbai, and with his help he starts his bootlegging business. Meanwhile, an honest police officer of the IPS cadre, J. A. Majmudar (Nawazuddin Siddiqui) gets transferred to Fatehpur, and starts a major crackdown on alcohol dealers.
Gujarat's Chief Minister and Pashabhai, a shrewd politician supports Raees for liquor and money. With his money, intelligence and tact, Raees consistently find ways to avert Majmudar and continues on with his trade. He also assists his community by offering employment to women to sew cloth bags, which he uses to smuggle alcohol and get them delivered to homes. In the meantime, Raees marries Aasiya (Mahira Khan). Due to his differences with Raees, Jairaj tries to get him killed but survives and kills Jairaj.
Raees and Aasiya have a baby son named Faizan. Raees invites CM, Pashabhai and many others to celebrate with him. Raees is then offered a project by the CM to eliminate the illegal occupants at a land and construct a housing project. Raees manages to get Majmudar transferred to control room department. However, tables turn as Majmudar starts tapping Raees' telephonic conversations. Raees assaults Pashabhai during his election campaign. The CM advises Raees to go to jail for a while for his act. While still locked up, the CM and Pasha form an alliance. To counter them, Raees decides to fight the election from jail and wins.
Meanwhile, Majmudar gets transferred back to Fatehpura. Communal riots break out in the state. Considering Raees a threat, the CM puts the housing project in green zone. Raees suddenly finds himself broke with all his money dwindled on housing project, elections and dispatching food supplies during riots.
Musabhai offers Raees money for an assignment to smuggle gold. Serial bomb blasts rock North India. Police investigations lead to Raees, where the gold he smuggled, contained RDX. A heartbroken and grieved Raees kills Musabhai for betraying his trust and killing innocent people to incite communal riots. Majmudar orders his officers to shoot Raees at sight, but Raees brings press with him and surrenders and is well aware Majmudar would kill him. Majmudar takes him to an isolated place and shoots him. In flashback, Raees recalls his mother's teachings, his struggle in the liquor trade and memories with Aasiya. He falls dead and Majumdar and his team drive away."
2017,Jolly LLB 2,Bollywood,Subhash Kapoor,"Akshay Kumar, Huma Qureshi & Saurabh Shukla",drama,https://en.wikipedia.org/wiki/Jolly_LLB_2,"Jagdishwar ""Jolly"" Mishra is a Lucknow based lawyer who stays with his beautiful wife Pushpa Pandey and works as an assistant to one of the most famous lawyers of Lucknow, Mr. Rizvi. To arrange money for his own chamber, Jolly lies to a widow, Hina Qasim telling her that Rizvi will take her case and that the fee is 200,000 rupees. When Hina finds out that she has been bluffed by Jolly, she commits suicide. Jolly soon discovers that Hina's husband Iqbal Qasim was killed in a fake encounter on the very next day of their marriage by Inspector Suryaveer Singh, showing him as Mohammed Iqbal Quadri, a terrorist. Singh also shot dead a fellow constable, Bhadouria in order to show the encounter as genuine.
Filled with guilt, Jolly decides to fight Hina's case & files a PIL. Singh then hires Lucknow's best lawyer Pramod Mathur to fight his case. After reprimanding Jolly for his mistakes in filing the PIL and no credible evidence, Justice Sunderlal Tripathi gives a date for hearing and warns Jolly to collect some evidence before the hearing.
Jolly is able to get FIR copy and papers regarding the case with the help of a bookie Guru Ji in Varanasi by paying him subsequent amount . Later he is able to track Ram Kumar Bhadauria, the son of the constable who died in the fake encounter. This backfires as Advocate Mathur, uses his power and money to tamper with the narco test video of the witness. Though the Judge orders disciplinary action against Jolly for showing alleged dishonest evidence, The chairman of the Discipline Committee, Mr. Rizvi gives Jolly 4 days of time to prove himself correct, as he also feels guilty of not fighting the case himself.
Jolly travels to Kashmir and gets confirmation of the truth from Fahim Butt, a constable who visited Lucknow to identify the terrorist during Iqbal Qasim and Hina's wedding. Fahim, now suspended and arrested in a fake case, reveals that the person who died in the encounter was not the real terrorist and that he also filed a complaint against Singh. Jolly flees with Fahim to Lucknow. Meanwhile, Jolly coaxes the police commissioner V.K Paul to tell the truth or else, he will file PIL against all the encounters done by him. Advocate Mathur, tries his best to avoid Fahim from giving statement in the court as he stops proceeding in the courtroom by sitting on the floor. The judge also sits on the floor, refusing to be swayed by Mathur's tactic.
At midnight, the Judge ignores his plea and decides to carry on the proceedings. After Fahim's statement Jolly with the help of police commissioner presents Quadri, who fakes his identity as a Brahmin Pandit. After the initial reluctance by the Judge, Jolly rapidly fires questions to Iqbal by asking him details of the Shastras. Iqbal finally breaks up and admits that he is the terrorist and had bribed Inspector Singh to set him free. Judge then declares Iqbal Qasim innocent and orders the arrest of the terrorist and gives life imprisonment to Suryaveer Singh along with his accomplices for charge of murder, erasing evidence, misleading court and showing false evidences and thus Jolly wins the case."
2017,Runningshaadi.com,Bollywood,Amit Roy,"Taapsee Pannu, Amit Sadh & Arsh Bajwa",comedy,https://en.wikipedia.org/wiki/Runningshaadi.com,"The story revolves around three characters — Ram Bharose, Sarabjeet, and Nimmi. Nimmi is the daughter of a bridal apparel shop owner. Bharose works in this shop named 'Singh & Singh' and his friend Sarabjeet (aka Cyberjeet) dreams of creating another Facebook. A flashback to their school days shows Nimmi getting pregnant by an acquaintance, and she ends up asking her close friend Bharose for help. Cyberjeet helps her by creating a fake school application for a sports tournament which Nimmi uses as an excuse to go out of the town for a night. Then Bharose poses as her husband and helps Nimmi to get an abortion.
Time passes by and Bharose loses his job at Singh's shop due to a disagreement with him. During this time Bharose's uncle has set Bharose's marriage with his friend's daughter, Neha.
One evening Bharose and Cyberjeet are having tea at a stall where they witness a man being beaten up for eloping with his girlfriend. Upon witnessing this incident, Bharose and Cyberjeet brainstorm a website which will help needy couples to elope.
They successfully help 49 couples to elope and wait to help the 50th couple as their platinum achievement. Nimmi drops by and says that the doctor who had performed her abortion had visited her father's shop. Her father finds out about the abortion and he decides to fix her marriage. She says that she needs Bharose's help in eloping with her friend Shunty who had gotten her pregnant.
Bharose decides to help Nimmi and plans her elopement even after repeated warnings from Cyberjeet. After everything goes according to their plan, Nimmi informs Bharose that she planned to run away with Bharose and not Shunty. She admits to lying and blames Bharose for ignoring her repeatedly.
Bharose now completely shocked asks Nimmi to return home. She says that she has already written a letter addressing her parents and they must be looking for her. They end up at Nimmi's aunt's house, but Nimmi's family finds her there and begin shooting at her. Nimmi gets hurt in this episode and Bharose brings her to a hospital. After that they travel to Dalhousie, but her family reaches this place while looking for her when Nimmi posts her location online.
They plan to go to Patna where Bharose's uncle lives. Bharose meets his to-be-bride, Neha, in Patna. She reveals to him that she has a boyfriend and wishes to marry him but her father is against their marriage. Bharose and team find an opportunity. They convince Neha and her boyfriend to comply with their plan to get hitched.
Finally Neha's marriage day arrives. However, Neha's boyfriend and Cyberjeet end up at a police station. Nimmi tries to help Neha run away, but Neha's family finds her and brings her back to the mandap. Bharose goes to the bathroom and finds a man whom he had helped to elope. This man helps him with Neha's elopement.
In the end, Bharose gets tired of running along with Nimmi and he decides to confront her family and get married with their consent. The story ends with the couple on the run."
2017,The Ghazi Attack,Bollywood,Sankalp Reddy,"Rana Daggubati, Taapsee Pannu, Kay Kay Menon & Atul Kulkarni",action,https://en.wikipedia.org/wiki/The_Ghazi_Attack_(film),"The Indian Navy decodes a secret code sent from Pakistan to then-East Pakistan (modern-day Bangladesh) and intelligence report of a Pakistan Navy's submarine called PNS Ghazi, a much more advanced submarine than S21 or any other Indian submarine, being sent through the Bay of Bengal under the command of Cdr. Razak Khan (Rahul Singh). The top command dispatches S21, a submarine, under the command of Capt. Ranvijay Singh (Kay Kay Menon) for surveillance. To temper Singh's belligerent tendencies, the Indian Navy Admiral assigns Lt. Commander Arjun Varma (Rana Daggubati), with orders to ensure that Singh does not confront any Pakistani warships and trigger a war.
Ghazi blasts a merchant ship to divert attention of the Indian Navy, that has been sent to sink the sole Indian air-craft carrier, INS Vikrant. Arjun saves a girl child and a woman (Taapsee Pannu), who are Bangladeshi refugees. During surveillance, S21 acquires a sonar signal of Ghazi.
Singh believes that they should track down Ghazi and attack, while Arjun obstructs. Singh then orders the ship's XO, Santosh Devraj (Atul Kulkarni) to conduct a drill and target Ghazi while doing so. They miss their target narrowly and in the process alert Ghazi of their presence. Razak, orders his crew to head towards Visakhapatnam Port at full speed and to set up mines en-route so that S21 is destroyed in their pursuit.
S21 pursues Ghazi's path and realizes at the last moment that it is headed into mines. It tries to change its course but a mine explodes and damages most of the batteries, propellers and circuits and the compartment with the front torpedoes gets flooded. Singh dies while trying to save Arjun as S21 sinks to the sea-bed.
Meanwhile, Arjun, who by now is in charge of the mission, regroup and work towards reviving S21. The crew notices that the ship is incapable of moving in any direction, except up or down. Since they cannot chase Ghazi, the crew artificially triggers a one of the naval mines in its vicinity to make Ghazi return. Razak, sensing that Ghazi could be walking into a trap, diverts the ship's path and starts attacking S21.
Six torpedoes fired by Ghazi are avoided by S21 through depth changing maneuvers. S21 dives to 350m so that it is no longer within Ghazi's sonar range despite being designed for a maximum of 250m depth. With very limited battery support, Arjun instigates Ghazi into attacking by transmitting his crew singing 'Saare Jahaan se Achchha' and the Indian National Anthem. Riled up by S21's defiance, Razak orders another torpedo attack on S21, for which Ghazi will have to turn by 180 degrees. Arjun, dives into the flooded compartment to manually trigger the torpedoes and successfully triggers a torpedo. Ghazi also launches its torpedo at the same time. The Ghazi torpedo misses S21 narrowly, but it is hit by an S21 torpedo and disintegrates in water. Arjun is later saved alive from the flooded compartment."
